일자,중식메뉴,석식메뉴,메뉴분류
2017-04-06,쌀밥/잡곡밥 (쌀:국내산) 근대국  마늘치킨  감자채전  크래미숙주무침  포기김치 (김치:국내산) ,김치볶음밥/계란 (쌀:국내산) 유부주머니국  쇠고기퀘사디아  펜네베이컨샐러드  오복지무침  열무김치 (김치:국내산) ,조류
2017-04-06,쌀밥/잡곡밥 (쌀:국내산) 근대국  마늘치킨  감자채전  크래미숙주무침  포기김치 (김치:국내산) ,김치볶음밥/계란 (쌀:국내산) 유부주머니국  쇠고기퀘사디아  펜네베이컨샐러드  오복지무침  열무김치 (김치:국내산) ,육류
2017-04-07,쌀밥/잡곡밥 (쌀:국내산) 육개장  미니채소떡갈비  버섯구이*발사믹D  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운어묵국  순살닭갈비  비엔나감자볶음  깻잎찜  포기김치 (김치:국내산) ,육류
2017-04-07,쌀밥/잡곡밥 (쌀:국내산) 육개장  미니채소떡갈비  버섯구이*발사믹D  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 매운어묵국  순살닭갈비  비엔나감자볶음  깻잎찜  포기김치 (김치:국내산) ,육류
2017-04-10,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  쇠고기낙지볶음  날치알계란찜  비름나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 무채국  치즈시즈닝치킨  해물김치전  해초무침  포기김치 (김치:국내산) ,육류
2017-04-10,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  쇠고기낙지볶음  날치알계란찜  비름나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 무채국  치즈시즈닝치킨  해물김치전  해초무침  포기김치 (김치:국내산) ,조류
2017-04-11,쌀밥/잡곡밥 (쌀:국내산) 김치찌개  해물누룽지탕  우엉잡채  청경채무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 카레돈까스정식  미소장국  블루베리드레싱샐러드  땅콩조림/피클  포기김치 (김치:국내산) ,해산물
2017-04-11,쌀밥/잡곡밥 (쌀:국내산) 김치찌개  해물누룽지탕  우엉잡채  청경채무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 카레돈까스정식  미소장국  블루베리드레싱샐러드  땅콩조림/피클  포기김치 (김치:국내산) ,육류
2017-04-12,쌀밥/잡곡밥 (쌀:국내산) 들깨미역국  삼겹살오븐구이  맛살콩나물냉채  파채상추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  삼치구이  메밀전병만두  치커리무침/과일  포기김치 (김치:국내산) ,육류
2017-04-12,쌀밥/잡곡밥 (쌀:국내산) 들깨미역국  삼겹살오븐구이  맛살콩나물냉채  파채상추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  삼치구이  메밀전병만두  치커리무침/과일  포기김치 (김치:국내산) ,해산물
2017-04-13,쌀밥/잡곡밥 (쌀:국내산) 황태국  닭데리야끼조림  매운어묵볶음  시금치나물  포기김치 (김치:국내산) ,유부초밥 (쌀:국내산) 잔치국수  수제핫도그  시리얼과일샐러드  오이생채/음료  포기김치 (김치:국내산) ,조류
2017-04-13,쌀밥/잡곡밥 (쌀:국내산) 황태국  닭데리야끼조림  매운어묵볶음  시금치나물  포기김치 (김치:국내산) ,유부초밥 (쌀:국내산) 잔치국수  수제핫도그  시리얼과일샐러드  오이생채/음료  포기김치 (김치:국내산) ,0
2017-04-14,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  메추리알조림  머위된장나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돈육장조림  황태양념구이  미역줄기볶음  깍두기 (김치:국내산) ,해산물
2017-04-14,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  메추리알조림  머위된장나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돈육장조림  황태양념구이  미역줄기볶음  깍두기 (김치:국내산) ,육류
2017-04-17,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  돈육굴소스볶음  오징어숙회무침  방풍나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  고등어조림  동그랑땡계란부침  하루나무침  포기김치 (김치:국내산) ,육류
2017-04-17,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  돈육굴소스볶음  오징어숙회무침  방풍나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  고등어조림  동그랑땡계란부침  하루나무침  포기김치 (김치:국내산) ,해산물
2017-04-18,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  쇠고기장조림  시금치프리타타  도라지생채  얼갈이겉절이 (김치:국내산) ,나가사끼짬뽕 (쌀:국내산) 야채볶음밥  치킨핑거*요거트D  또띠아칩  단무지/방울토마토  포기김치 (김치:국내산) ,육류
2017-04-18,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  쇠고기장조림  시금치프리타타  도라지생채  얼갈이겉절이 (김치:국내산) ,나가사끼짬뽕 (쌀:국내산) 야채볶음밥  치킨핑거*요거트D  또띠아칩  단무지/방울토마토  포기김치 (김치:국내산) ,조류
2017-04-19,곤드레밥 (쌀:국내산) 맑은국  탕수어  쫄면무침  요플레  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치구이  햄감자채볶음  양배추쌈*쌈장  석박지 (김치:국내산) ,해산물
2017-04-19,곤드레밥 (쌀:국내산) 맑은국  탕수어  쫄면무침  요플레  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치구이  햄감자채볶음  양배추쌈*쌈장  석박지 (김치:국내산) ,해산물
2017-04-20,쌀밥/잡곡밥 (쌀:국내산) 아욱국  등갈비김치찜  참치야채전  가지나물  열무김치 (김치:국내산) ,오므라이스 (쌀:국내산) 가쯔오장국  떡볶이  고구마치즈구이  오렌지  포기김치 (김치:국내산) ,육류
2017-04-20,쌀밥/잡곡밥 (쌀:국내산) 아욱국  등갈비김치찜  참치야채전  가지나물  열무김치 (김치:국내산) ,오므라이스 (쌀:국내산) 가쯔오장국  떡볶이  고구마치즈구이  오렌지  포기김치 (김치:국내산) ,0
2017-04-21,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  버섯불고기  브로컬리맛살볶음  부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  돈육강정  연두부*양념장  참나물땅콩무침  포기김치 (김치:국내산) ,육류
2017-04-21,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  버섯불고기  브로컬리맛살볶음  부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  돈육강정  연두부*양념장  참나물땅콩무침  포기김치 (김치:국내산) ,육류
2017-04-24,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  언양식불고기  계란장조림  아삭고추된장무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  쇠고기숙주볶음  두부오꼬노미야끼  오이미역무침  포기김치 (김치:국내산) ,육류
2017-04-24,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  언양식불고기  계란장조림  아삭고추된장무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 오징어국  쇠고기숙주볶음  두부오꼬노미야끼  오이미역무침  포기김치 (김치:국내산) ,육류
2017-04-25,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  닭강정  콩나물잡채  도토리묵무침  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 양송이스프  토마토스파게티  꽃맛살샐러드  무피클/바나나  포기김치 (김치:국내산) ,조류
2017-04-25,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  닭강정  콩나물잡채  도토리묵무침  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 양송이스프  토마토스파게티  꽃맛살샐러드  무피클/바나나  포기김치 (김치:국내산) ,해산물
2017-04-26,비빔밥 (쌀:국내산) 맑은국  오징어튀김  견과류조림  하와이안샐러드  깍두기 (김치:국내산) ,    *        ,해산물
2017-04-27,쌀밥/잡곡밥 (쌀:국내산) 미역국  매콤함박스테이크  삼치구이  영양부추생채  열무김치 (김치:국내산) ,닭갈비볶음밥 (쌀:국내산) 어묵국  크림카레우동  왕만두  키위드레싱샐러드  포기김치 (김치:국내산) ,육류
2017-04-27,쌀밥/잡곡밥 (쌀:국내산) 미역국  매콤함박스테이크  삼치구이  영양부추생채  열무김치 (김치:국내산) ,닭갈비볶음밥 (쌀:국내산) 어묵국  크림카레우동  왕만두  키위드레싱샐러드  포기김치 (김치:국내산) ,육류
2017-04-28,쌀밥/잡곡밥 (쌀:국내산) 꽃게찌개  탕수육  곤약야채무침  숙주나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  주꾸미떡볶음  모듬소세지구이  치커리무침  포기김치 (김치:국내산) ,육류
2017-04-28,쌀밥/잡곡밥 (쌀:국내산) 꽃게찌개  탕수육  곤약야채무침  숙주나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  주꾸미떡볶음  모듬소세지구이  치커리무침  포기김치 (김치:국내산) ,해산물
2017-05-02,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  훈제오리구이/쌈무  올방개묵무침  부추생채/양파절임  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  돈육굴소스볶음  계란찜  쫑상추무침  포기김치 (김치:국내산) ,조류
2017-05-02,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  훈제오리구이/쌈무  올방개묵무침  부추생채/양파절임  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  돈육굴소스볶음  계란찜  쫑상추무침  포기김치 (김치:국내산) ,육류
2017-05-04,쌀밥/잡곡밥 (쌀:국내산) 들깨미역국  닭갈비  생선까스*타르소스  무생채  포기김치 (김치:국내산) ,야채볶음밥 (쌀:국내산) 유부주머니국  미니버거  야채비빔만두  스틱단무지/오렌지주스  포기김치 (김치:국내산) ,육류
2017-05-04,쌀밥/잡곡밥 (쌀:국내산) 들깨미역국  닭갈비  생선까스*타르소스  무생채  포기김치 (김치:국내산) ,야채볶음밥 (쌀:국내산) 유부주머니국  미니버거  야채비빔만두  스틱단무지/오렌지주스  포기김치 (김치:국내산) ,육류
2017-05-08,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  쇠불고기  홍어채무침  머위대들깨볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  꽁치오븐구이  꽃맛살볶음  도라지생채  열무김치 (김치:국내산) ,육류
2017-05-08,쌀밥/잡곡밥 (쌀:국내산) 고추장찌개  쇠불고기  홍어채무침  머위대들깨볶음  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장  꽁치오븐구이  꽃맛살볶음  도라지생채  열무김치 (김치:국내산) ,해산물
2017-05-10,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  제육볶음  잡채  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  닭오븐구이  해물김치전  취나물된장무침  포기김치 (김치:국내산) ,육류
2017-05-10,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  제육볶음  잡채  콩나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  닭오븐구이  해물김치전  취나물된장무침  포기김치 (김치:국내산) ,조류
2017-05-11,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  낙지볶음  새송이버섯전  비름나물  깍두기 (김치:국내산) ,볶음밥/짜장소스 (쌀:국내산) 맑은국  사천식탕수육  망고드레싱샐러드  단무지  포기김치 (김치:국내산) ,해산물
2017-05-11,쌀밥/잡곡밥 (쌀:국내산) 콩가루배추국  낙지볶음  새송이버섯전  비름나물  깍두기 (김치:국내산) ,볶음밥/짜장소스 (쌀:국내산) 맑은국  사천식탕수육  망고드레싱샐러드  단무지  포기김치 (김치:국내산) ,육류
2017-05-12,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두떡국  유린기  카레감자채볶음  마늘쫑무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돼지갈비찜  계란말이  방풍나물  포기김치 (김치:국내산) ,육류
2017-05-12,쌀밥/잡곡밥 (쌀:국내산) 옹심이만두떡국  유린기  카레감자채볶음  마늘쫑무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돼지갈비찜  계란말이  방풍나물  포기김치 (김치:국내산) ,육류
2017-05-15,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  돈육꽈리고추볶음  매운어묵볶음  치커리유자청무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  가자미카레튀김  연근땅콩조림  셀프무쌈말이  포기김치 (김치:국내산) ,육류
2017-05-15,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  돈육꽈리고추볶음  매운어묵볶음  치커리유자청무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  가자미카레튀김  연근땅콩조림  셀프무쌈말이  포기김치 (김치:국내산) ,해산물
2017-05-16,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  맛살계란찜  양념깻잎지  포기김치 (김치:국내산) ,꼬마김밥*겨자장 (쌀:국내산) 잔치국수  감자만두  멕시칸샐러드  오이피클  포기김치 (김치:국내산) ,해산물
2017-05-16,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  오징어볶음  맛살계란찜  양념깻잎지  포기김치 (김치:국내산) ,꼬마김밥*겨자장 (쌀:국내산) 잔치국수  감자만두  멕시칸샐러드  오이피클  포기김치 (김치:국내산) ,육류
2017-05-17,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  쇠고기장조림  동태전  미나리오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  갈치양념조림  비엔나컬리플라워볶음  얼갈이나물  포기김치 (김치:국내산) ,육류
2017-05-17,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  쇠고기장조림  동태전  미나리오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  갈치양념조림  비엔나컬리플라워볶음  얼갈이나물  포기김치 (김치:국내산) ,해산물
2017-05-18,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  굴비구이  고추잡채*꽃빵  청경채무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옛날돈가스  옥수수스프  고구마범벅  양배추샐러드/음료  포기김치 (김치:국내산) ,해산물
2017-05-18,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  굴비구이  고추잡채*꽃빵  청경채무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 옛날돈가스  옥수수스프  고구마범벅  양배추샐러드/음료  포기김치 (김치:국내산) ,육류
2017-05-19,쌀밥/잡곡밥 (쌀:국내산) 새우살미역국  순살양념치킨  콩나물겨자채  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  쇠고기숙주볶음  청포묵무침  무생채  열무김치 (김치:국내산) ,조류
2017-05-19,쌀밥/잡곡밥 (쌀:국내산) 새우살미역국  순살양념치킨  콩나물겨자채  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  쇠고기숙주볶음  청포묵무침  무생채  열무김치 (김치:국내산) ,육류
2017-05-22,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  제육볶음  버섯구이*발사믹D  양배추*쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부찌개  코다리조림  순대야채볶음  오이무침/바나나  포기김치 (김치:국내산) ,육류
2017-05-22,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  제육볶음  버섯구이*발사믹D  양배추*쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부찌개  코다리조림  순대야채볶음  오이무침/바나나  포기김치 (김치:국내산) ,해산물
2017-05-23,쌀밥/잡곡밥 (쌀:국내산) 소고기국  간장찜닭  부추전  해초무침  포기김치 (김치:국내산) ,볶음밥 (쌀:국내산) 짬뽕  탕수육  단무지  아이스슈  포기김치 (김치:국내산) ,조류
2017-05-23,쌀밥/잡곡밥 (쌀:국내산) 소고기국  간장찜닭  부추전  해초무침  포기김치 (김치:국내산) ,볶음밥 (쌀:국내산) 짬뽕  탕수육  단무지  아이스슈  포기김치 (김치:국내산) ,육류
2017-05-24,콩나물밥 (쌀:국내산) 김치국  고등어구이  감자프리타타  고추지  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  모둠장조림  해라피겨자채  가지나물  포기김치 (김치:국내산) ,해산물
2017-05-24,콩나물밥 (쌀:국내산) 김치국  고등어구이  감자프리타타  고추지  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  모둠장조림  해라피겨자채  가지나물  포기김치 (김치:국내산) ,육류
2017-05-25,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  오리불고기  두부조림  상추겉절이  오이소박이 (김치:국내산) ,마파두부덮밥 (쌀:국내산) 유부장국  수제고로케  생과일플레인샐러드  쨔샤이무침  포기김치 (김치:국내산) ,육류
2017-05-25,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  오리불고기  두부조림  상추겉절이  오이소박이 (김치:국내산) ,마파두부덮밥 (쌀:국내산) 유부장국  수제고로케  생과일플레인샐러드  쨔샤이무침  포기김치 (김치:국내산) ,0
2017-05-26,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  주꾸미떡볶음  동그랑땡전  부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  치즈닭갈비  해물까스*칠리소스  깻잎양념찜  포기김치 (김치:국내산) ,해산물
2017-05-26,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  주꾸미떡볶음  동그랑땡전  부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  치즈닭갈비  해물까스*칠리소스  깻잎양념찜  포기김치 (김치:국내산) ,육류
2017-05-29,쌀밥/잡곡밥 (쌀:국내산) 황태국  소불고기  계란찜  청경채사과생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 우거지해장국  임연수엿장조림  고기전  두반장가지볶음  포기김치 (김치:국내산) ,육류
2017-05-29,쌀밥/잡곡밥 (쌀:국내산) 황태국  소불고기  계란찜  청경채사과생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 우거지해장국  임연수엿장조림  고기전  두반장가지볶음  포기김치 (김치:국내산) ,육류
2017-05-30,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  동파삼겹수육  맛살전  아삭고추무침  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 맑은국  쫄면야채무침  오징어튀김  바나나와플/단무지  포기김치 (김치:국내산) ,육류
2017-05-30,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  동파삼겹수육  맛살전  아삭고추무침  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 맑은국  쫄면야채무침  오징어튀김  바나나와플/단무지  포기김치 (김치:국내산) ,해산물
2017-05-31,열무보리비빔밥 (쌀:국내산) 가쯔오장국  탕수만두  콥샐러드  오이지무침  포기김치 (김치:국내산) ,      자기계발의날      ,육류
2017-06-01,쌀밥/잡곡밥 (쌀:국내산) 오이냉국  등갈비김치찜  어묵볶음  참나물땅콩무침  깍두기 (김치:국내산) ,주먹밥 (쌀:국내산) 단호박스프  로제스파게티  샐러드/피클  마늘빵/음료  포기김치 (김치:국내산) ,육류
2017-06-01,쌀밥/잡곡밥 (쌀:국내산) 오이냉국  등갈비김치찜  어묵볶음  참나물땅콩무침  깍두기 (김치:국내산) ,주먹밥 (쌀:국내산) 단호박스프  로제스파게티  샐러드/피클  마늘빵/음료  포기김치 (김치:국내산) ,해산물
2017-06-02,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  삼치된장구이  모듬소세지볶음  도토리묵무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 새알만두국  팝콘치킨*데리야끼소스  두부새싹구이  도라지채무침  포기김치 (김치:국내산) ,해산물
2017-06-02,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  삼치된장구이  모듬소세지볶음  도토리묵무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 새알만두국  팝콘치킨*데리야끼소스  두부새싹구이  도라지채무침  포기김치 (김치:국내산) ,조류
2017-06-05,쌀밥/잡곡밥 (쌀:국내산) 근대국  돈육굴소스볶음  계란말이  모둠쌈/씨앗쌈장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자고추장찌개  탕수어  우엉잡채  오이생채  포기김치 (김치:국내산) ,육류
2017-06-05,쌀밥/잡곡밥 (쌀:국내산) 근대국  돈육굴소스볶음  계란말이  모둠쌈/씨앗쌈장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자고추장찌개  탕수어  우엉잡채  오이생채  포기김치 (김치:국내산) ,해산물
2017-06-07,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  훈제오리구이  새송이버섯전  쌈무/부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  돼지갈비찜  오징어브로컬리 *초장 취나물  포기김치 (김치:국내산) ,조류
2017-06-07,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  훈제오리구이  새송이버섯전  쌈무/부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  돼지갈비찜  오징어브로컬리 *초장 취나물  포기김치 (김치:국내산) ,육류
2017-06-08,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  미니채소떡갈비  골뱅이무침*소면  숙주나물  배추겉절이 (김치:국내산) ,김밥볶음밥 (쌀:국내산) 냉모밀국수  야채튀김  옥수수샐러드  조각사과  포기김치 (김치:국내산) ,육류
2017-06-08,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  미니채소떡갈비  골뱅이무침*소면  숙주나물  배추겉절이 (김치:국내산) ,김밥볶음밥 (쌀:국내산) 냉모밀국수  야채튀김  옥수수샐러드  조각사과  포기김치 (김치:국내산) ,0
2017-06-09,쌀밥/잡곡밥 (쌀:국내산) 호박잎된장찌개  깐풍기  어묵꽈리고추볶음  실곤약초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  가자미양념찜  닭살겨자냉채  시금치나물  포기김치 (김치:국내산) ,조류
2017-06-09,쌀밥/잡곡밥 (쌀:국내산) 호박잎된장찌개  깐풍기  어묵꽈리고추볶음  실곤약초무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  가자미양념찜  닭살겨자냉채  시금치나물  포기김치 (김치:국내산) ,해산물
2017-06-12,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  쇠고기숙주볶음  홍어채무침  고구마순나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  돈육강정  옥수수전  청경채무침  포기김치 (김치:국내산) ,육류
2017-06-12,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  쇠고기숙주볶음  홍어채무침  고구마순나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  돈육강정  옥수수전  청경채무침  포기김치 (김치:국내산) ,육류
2017-06-13,쌀밥/잡곡밥 (쌀:국내산) 도토리묵냉국  쭈꾸미볶음  늙은호박전  치커리사과생채  깍두기 (김치:국내산) ,참치회덮밥 (쌀:국내산) 미소장국  고구마치즈구이  모둠과일  락교  포기김치 (김치:국내산) ,해산물
2017-06-13,쌀밥/잡곡밥 (쌀:국내산) 도토리묵냉국  쭈꾸미볶음  늙은호박전  치커리사과생채  깍두기 (김치:국내산) ,참치회덮밥 (쌀:국내산) 미소장국  고구마치즈구이  모둠과일  락교  포기김치 (김치:국내산) ,해산물
2017-06-14,곤드레밥*강된장 (쌀:국내산) 가쯔오장국  치킨핑거  파스타샐러드  견과류조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 알탕  미트볼케찹조림  잔멸치볶음  머위대나물  포기김치 (김치:국내산) ,조류
2017-06-14,곤드레밥*강된장 (쌀:국내산) 가쯔오장국  치킨핑거  파스타샐러드  견과류조림  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 알탕  미트볼케찹조림  잔멸치볶음  머위대나물  포기김치 (김치:국내산) ,육류
2017-06-15,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  갈치구이  메추리알조림  무생채  배추겉절이 (김치:국내산) ,볶음밥 (쌀:국내산) 열무김치국수  부추만두  꽃맛살샐러드  단무지  포기김치 (김치:국내산) ,해산물
2017-06-15,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  갈치구이  메추리알조림  무생채  배추겉절이 (김치:국내산) ,볶음밥 (쌀:국내산) 열무김치국수  부추만두  꽃맛살샐러드  단무지  포기김치 (김치:국내산) ,육류
2017-06-16,쌀밥/잡곡밥 (쌀:국내산) 아욱된장국  삼겹살구이  감자채볶음  쫑상추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  쇠고기장조림  올방개묵무침  가지나물  깍두기 (김치:국내산) ,육류
2017-06-16,쌀밥/잡곡밥 (쌀:국내산) 아욱된장국  삼겹살구이  감자채볶음  쫑상추무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  쇠고기장조림  올방개묵무침  가지나물  깍두기 (김치:국내산) ,육류
2017-06-19,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  유자청제육볶음  해물부추전  오이도라지생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자국  닭데리야끼조림  매운어묵볶음  참나물땅콩가루무침  포기김치 (김치:국내산) ,육류
2017-06-19,쌀밥/잡곡밥 (쌀:국내산) 들깨시래기국  유자청제육볶음  해물부추전  오이도라지생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 감자국  닭데리야끼조림  매운어묵볶음  참나물땅콩가루무침  포기김치 (김치:국내산) ,조류
2017-06-20,쌀밥/잡곡밥 (쌀:국내산) 오이지냉국  고등어김치말이  감자비엔나볶음  연근조림  열무김치 (김치:국내산) ,충무김밥 (쌀:국내산) 미역장국  오징어무침  핫도그&케찹  오렌지  석박지 (김치:국내산) ,해산물
2017-06-20,쌀밥/잡곡밥 (쌀:국내산) 오이지냉국  고등어김치말이  감자비엔나볶음  연근조림  열무김치 (김치:국내산) ,충무김밥 (쌀:국내산) 미역장국  오징어무침  핫도그&케찹  오렌지  석박지 (김치:국내산) ,해산물
2017-06-21,카레라이스 (쌀:국내산) 유부주머니국  언양식불고기  떡볶이  수박  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  고추잡채*꽃빵  황태양념구이  청포묵무침  포기김치 (김치:국내산) ,육류
